Household,Neighbourhood,Village,GP,Local,template
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಜಗಳೂರು ತಾಲೂಕಿನ (GEN) ಕೆಂಚಮ್ಮನಾಗ್ತಿಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ MWSS ನ ಪುನರುಜ್ಜೀವನ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ಜಗಳೂರು ತಾಲೂಕಿನ ದಿಡ್ಡಿಗಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕೆಂಚಮ್ಮನಾಗತಿಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 600000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 3 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಎಸ್‌ವಿಎಸ್ ಮೂಲಕ ರಾಮನಗರ ಜಿಲ್ಲೆಯ ಬನ್ನಿಕುಪ್ಪೆ(ಬಿ)ಗ್ರಾಮದ ಬನ್ನಿಕುಪ್ಪೆ(ಬಿ)ಗ್ರಾಮದ 126 ಮನೆಗಳಿಗೆ ಎಫ್‌ಎಚ್‌ಟಿಸಿ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಮನಗರ ಜಿಲ್ಲೆಯ ರಾಮನಗರ ತಾಲೂಕಿನ ಬನ್ನಿಕುಪ್ಪೆ (ಬಿ) ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬನ್ನಿಕುಪ್ಪೆ (ಬಿ) ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 2850000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಬೀದರ್ ತಾಲೂಕಿನ ಬಕಚೌಡಿ ಗ್ರಾಮದ ಅಂಬೇಡ್ಕರ್ ಭವನದ ದುರಸ್ತಿಗೆ ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಬೀದರ್ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಕೋಲಾರ (ಕೆ) ಗ್ರಾಮದ ಬಕ್ಚೋಡಿಯಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 123000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,1,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು ಮತ್ತು ಸಂಬರಗಿ ಬಂಡಗಾರ ಮತ್ತು ಮನೆ ವಸ್ತಿಗೆ ಕೈಪಂಪ್ ಫಿಕ್ಸಿಂಗ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಅಥ್ನಿ ತಾಲೂಕಿನ ಸಂಬರಗಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಸಂಬರಗಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 80000.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
1,0,0,1,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ನಿಡೋಡಾ ಪಿಡಬ್ಲ್ಯೂಡಿ ರಸ್ತೆಯಿಂದ ಠಾಣಾ ಕುಶನೂರು ಗ್ರಾಮದ ಜಮಿರೋದ್ದೀನ್ ಮುಲ್ಲಾ ಮನೆವರೆಗೆ ಸಿಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಕಮಲನಗರ ತಾಲೂಕಿನ ಠಾಣಕುಶನೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಠಾಣಕುಶನೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಪಿಡಬ್ಲ್ಯೂಎಸ್ ಯೋಜನೆಯ ಪುನರುಜ್ಜೀವನ, ಸುಭರಾಯಪ್ಪನಪಾಳ್ಯ ಬಿ ಗ್ರಾಮ, ಚುಂಚನಕುಪ್ಪೆ ಜಿಪಿ, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ಟಕ್ವಿನಲ್ಲಿ ಪಂಪ್ ಮೋಟಾರ್ ಮತ್ತು ಪೈಪ್‌ಲೈನ್ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಜಿಲ್ಲೆಯ ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ತಾಲೂಕಿನಲ್ಲಿರುವ ಚುಂಚನ ಕುಪ್ಪೆ ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಸುಬ್ಬರಾಯಪ್ಪನಪಾಳ್ಯ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 500000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಡೂರಿನ ಕಾಮನಕೆರೆ ಗ್ರಾ.ಪಂ.ನಲ್ಲಿ ಬಂತಿಗ್ನಹಳ್ಳಿಯಲ್ಲಿ ಶಾಲಾ ಕಟ್ಟಡ ನಿರ್ಮಾಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಿಕ್ಕಮಗಳೂರು ಜಿಲ್ಲೆಯ ಕಡೂರು ತಾಲೂಕಿನ ಕಾಮನಕೆರೆ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬಂಟಿಗಾನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""(2014-15) ನಂಜನಗೂಡು ತಾಲೂಕಿನ ಹೆಬ್ಯ ಗ್ರಾಮದ 1ನೇ ಅಂಗನವಾಡಿಗೆ ಕುಡಿಯುವ ನೀರು ಸರಬರಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮೈಸೂರು ಜಿಲ್ಲೆಯ ನಂಜನಗೂಡು ತಾಲೂಕಿನ ತಾಂಡವಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಹೆಬ್ಯ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 60000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬೋರ್‌ವೆಲ್ 165 ಎಂಎಂ ಡಯಾ @ ಹಿರೇಬಿದರಿ ಗ್ರಾಮ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾವೇರಿ ಜಿಲ್ಲೆಯ ರಾಣೆಬೆನ್ನೂರು ತಾಲೂಕಿನ ಹಿರೇಬಿದ್ರಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಹಿರೇಬಿದರಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 76000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,0,1,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಎಸ್‌ಟಿ ಕಾಲೋನಿ ಮಿರ್ಖಾಲ್ ಗ್ರಾಮದ ವಾಮನ್ ಮೆಹ್ತ್ರೆ ಹೌಸ್ ಬಳಿ ಸಿಸಿ ರಸ್ತೆ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಹುಲ್ಸೂರು ತಾಲೂಕಿನ ಮಿರ್ಖಾಲ್ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮಿರ್ಖಾಲ್ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 87000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಖಾನಾಪುರ ತಾಲೂಕಿನ (ಕಲುಷಿತ) (ಕುಸಮಾಲಿ) ಗವಳಿವಾಡ ಗ್ರಾಮಕ್ಕೆ ನೀರು ಸರಬರಾಜು ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಖಾನಾಪುರ ತಾಲೂಕಿನ ಬೈಲೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕುಸಮಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1000000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 3 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಸಿಂಧನೂರು ತಾಲೂಕಿನ ಸಾಂಬಶಿವ ಕ್ಯಾಂಪ್ ಗ್ರಾಮದಲ್ಲಿ ಬೋರ್ ವೆಲ್ ಮುಳುಗಡೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಸಿಂಧನೂರು ತಾಲೂಕಿನ ಗೊನ್ವಾರ್ ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಗೋನ್ವಾರ್ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 65000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ತಾಂತ್ರಿಕ ಅನುಮೋದನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಲಬುರಗಿ ತಾಲೂಕಿನ ಮಹಾಗಾಂವ ಗ್ರಾಮಕ್ಕೆ ಶಾಲಾ ನೀರು ಸರಬರಾಜು ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಕಲಬುರಗಿ ತಾಲೂಕಿನ ಮಹಾಗಾಂವ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮಹಾಗಾಂವ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 75000.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,1,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹೊನ್ನಾಳಿ Tq ಯ ಚಿಕ್ಕಬಾಸೂರು ಗ್ರಾಮದ ಬಳಿ ಆನೆಬಿದ್ದ ಹಳ್ಳಕ್ಕೆ ಅಡ್ಡಲಾಗಿ ಚೆಕ್ ಡ್ಯಾಂ ನಿರ್ಮಾಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ಹೊನ್ನಾಳಿ ತಾಲೂಕಿನ ಬೆನಕನಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಚಿಕ್ಕಬಾಸೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 3481000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಅರಸೀಕೆರೆ ತಾಲೂಕಿನ ಹಿರಿಯೂರು ಜಿಪಿಯಲ್ಲಿರುವ ಮಾಸ್ತಿಹಳ್ಳಿ (ಎಸ್‌ಡಿಪಿ) ಯಲ್ಲಿ ಹೊಸ ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾಸನ ಜಿಲ್ಲೆಯ ಅರಸೀಕೆರೆ ತಾಲೂಕಿನ ಹಿರಿಯೂರು ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಹಳ್ಳಿಯಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 96000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕೆಂಗನೂರು ಮತ್ತು ಬೈಲಹೊಂಗಲ ತಾಲೂಕಿನ 12 ಸಂಖ್ಯೆ ಶಾಲೆಗಳು ಮತ್ತು 12 ಅಂಗನವಾಡಿ ಮತ್ತು ವಕ್ಕುಂದ GP (ಪ್ಯಾಕೇಜ್ ಸಂಖ್ಯೆ-20) ಗೆ ಟ್ಯಾಪ್ ಸಂಪರ್ಕವನ್ನು ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಬೈಲಹೊಂಗಲ ತಾಲೂಕಿನ ಕೆಂಗನೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕೆಂಗನೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 420000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"""ಬೆಳಗಾವಿ ತಾಲೂಕಿನ ಕುಕಡೋಳಿ ಗ್ರಾಮಕ್ಕೆ ಪಂಪಿಂಗ್ ಯಂತ್ರೋಪಕರಣಗಳನ್ನು ಒದಗಿಸುವುದು"" ಎಂದು ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಬೆಳಗಾವಿ ತಾಲೂಕಿನ ಕುಕಡೊಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕುಕಡೊಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 150000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 3 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಮಾನ್ವಿ ಟಕ್ವಿಯ ಅರೋಲಿ ಗ್ರಾಮದ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಕ್ಕೆ ಗೇಟ್ ಜೋಡಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಮಾನ್ವಿ ತಾಲೂಕಿನ ಅರೋಲಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಅರೋಲಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 59000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹೊಸೂರು ಮುಖ್ಯರಸ್ತೆಯಿಂದ ಆನೇಕಲ್ ತಾಲೂಕಿನ ಯಡವನಹಳ್ಳಿ ಗ್ರಾಮದವರೆಗೆ ರಸ್ತೆಗೆ ಡಾಂಬರೀಕರಣವನ್ನು ಸಾಬೀತುಪಡಿಸುವುದು ಚ-160-320 ಮೀಟರ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಜಿಲ್ಲೆಯ ಆನೇಕಲ್ ತಾಲೂಕಿನ ನೇರಲೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಯಡವನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 500000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹಾವೇರಿ ಜಿಲ್ಲೆಯ ಚನ್ನಳ್ಳಿ ಗ್ರಾಮದ ಹಿರೇಕೆರೂರು ತಾಲೂಕಿನಲ್ಲಿ (165.ಮಿಮೀ ಡಯಾ) ಹೊಸ ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು (ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಎದುರು, ಕೊಳದ ಹತ್ತಿರ)"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾವೇರಿ ಜಿಲ್ಲೆಯ ಹಿರೇಕೆರೂರು ತಾಲೂಕಿನ ಚನ್ನಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಚನ್ನಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 90000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಮಾಲೂರು ತಾಲೂಕಿನ ಬೈಪ್ಪನಹಳ್ಳಿ ರಸ್ತೆ ಮೂಲಕ ಮಾಸ್ತಿ ರಸ್ತೆಯಿಂದ ದುಡುವನಹಳ್ಳಿ ರಸ್ತೆಗೆ ಸುಧಾರಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕೋಲಾರ ಜಿಲ್ಲೆಯ ಮಾಲೂರು ತಾಲೂಕಿನ ದಿನ್ನೆಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ದುಡುವನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 2500000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
