Household,Neighbourhood,Village,GP,Local,template
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಲಬುರಗಿ ತಾಲೂಕಿನ ಪಾಲ ಗ್ರಾಮದಲ್ಲಿನ ಬೋರ್‌ವೆಲ್‌ ಮುಳುಗಡೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಕಲಬುರಗಿ ತಾಲೂಕಿನ ಸಣ್ಣೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಪಾಳಾ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 80000.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಗೋಕಾಕ ತಾಲೂಕಿನ ದಾಸನಟ್ಟಿ ಗ್ರಾಮಕ್ಕೆ ಸರಳ ಜಲ ನೀರು ಸರಬರಾಜು ಯೋಜನೆ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಗೋಕಾಕ ತಾಲೂಕಿನ ಕುಂದರಗಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ದಾಸನಟ್ಟಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 300000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,0,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಎಚ್‌ಹೆಚ್‌ಸಿ 50 ನಂ ಮದ್ದೂರು ತಾಲೂಕು ಒಳಗೊಂಡ ಅಥಗೂರ್‌ನಲ್ಲಿ ಎಸ್‌ಸಿ ಕಾಲೋನಿ ಪೈಪ್‌ಲೈನ್ ನೀರು ಸರಬರಾಜು ಯೋಜನೆಯ ಪುನರುಜ್ಜೀವನ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮಂಡ್ಯ ಜಿಲ್ಲೆಯ ಮದ್ದೂರು ತಾಲೂಕಿನ ಆತಗೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಆತಗೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1200000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಶಿವಮೊಗ್ಗದ ತ್ಯಾವರೆಕೊಪ್ಪದಲ್ಲಿ ಸಿಸಿ ರಸ್ತೆಯ ಕಾನ್ಸ್ಟ್ನ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಶಿವಮೊಗ್ಗ ಜಿಲ್ಲೆಯ ಶಿವಮೊಗ್ಗ ತಾಲೂಕಿನ ತಮ್ಮಡಿಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ತ್ಯಾವರೆಕೊಪ್ಪ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 2000000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಭೌತಿಕವಾಗಿ ಸಂಪೂರ್ಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಸಿಂಧನೂರು ತಾಲೂಕಿನ ಜಲವಾಡಗಿ ಗ್ರಾಮದಲ್ಲಿ ಮೂಲಕ್ಕಾಗಿ ಬೋರ್‌ವೆಲ್ ಮುಳುಗಡೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಸಿಂಧನೂರು ತಾಲೂಕಿನ ರಾಮತ್ನಾಳ್ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಜಾಲವಾಡಗಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 160000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಾಮಸಮುದ್ರ-ಬಂಗಾರಪೇಟೆ ರಸ್ತೆಯಿಂದ ಬಂಗಾರಪೇಟೆ ತಾಲೂಕಿನ ಕೆಜಿಎಫ್ ಕ್ಷೇತ್ರದ ಮಾಕರಹಳ್ಳಿ ಟಿ-07 ವರೆಗಿನ ರಸ್ತೆಗೆ ಸುಧಾರಣೆಗಳು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕೋಲಾರ ಜಿಲ್ಲೆಯ ಬಂಗಾರಪೇಟೆ ತಾಲೂಕಿನ ಕೇತಗಾನಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮಾಕರಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 253140.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹಿರೇಮರಳಿ ಗ್ರಾಮದಲ್ಲಿ ಪೈಪ್‌ಲೈನ್ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮಂಡ್ಯ ಜಿಲ್ಲೆಯ ಪಾಂಡವಪುರ ತಾಲೂಕಿನ ಹಿರೇಮರಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯ ಹಿರೇಮರಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 200000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಗದಗ ತಾಲೂಕಿನ ಕಾಳಮ್ಮನ ಜಮೀನು @ ಚಿಂಚಲಿ ಗ್ರಾಮದ ಹೂಳು ತೆಗೆಯುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಗದಗ ಜಿಲ್ಲೆಯ ಗದಗ ತಾಲೂಕಿನ ಚಿಂಚಲಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಚಿಂಚಲಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 200000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಲಿಂಗೇನಹಳ್ಳಿಯಲ್ಲಿ MWS ಪುನರುಜ್ಜೀವನ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಗ್ರಾಮಾಂತರ ಜಿಲ್ಲೆಯ ನೆಲಮಂಗಲ ತಾಲೂಕಿನ ಯಂಟಗಾನಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಲಿಂಗೇನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 495000.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಚಾಮರಾಜನಗರ Tq ನ ಚಂದಕವಾಡಿ ಗ್ರಾಮದ ಬಸಪ್ಪನ ಪಾಳ್ಯ ರಸ್ತೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಾಮರಾಜನಗರ ಜಿಲ್ಲೆಯ ಚಾಮರಾಜನಗರ ತಾಲೂಕಿನ ಚಂದಕವಾಡಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಚಂದಕವಾಡಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 500000.0 ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬಸವಕಲ್ಯಾಣ ತಾಲೂಕಿನ ಭಕ್ನಾಳ್ ಗ್ರಾಮದ ಅಂಗನವಾಡಿಗೆ ನೀರು ಸರಬರಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಬಸವಕಲ್ಯಾಣ ತಾಲೂಕಿನ ಲಡವಂತಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಭಕ್ನಾಳ್ ಮತ್ತು ತಾಂಡಾ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 40000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬರಗಿ ಗ್ರಾಮದಲ್ಲಿ ನೀರಿನ ಶುದ್ಧೀಕರಣ ಘಟಕದ ಸ್ಥಾಪನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಾಮರಾಜನಗರ ಜಿಲ್ಲೆಯ ಗುಂಡ್ಲುಪೇಟೆ ತಾಲೂಕಿನ ಬರಗಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬರಗಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1000000.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ರಾಯಚೂರು ತಾಲೂಕಿನ ಹುಣಸಿಹಾಳಹುಡ ಗ್ರಾಮದ ಎಲ್ಲಾ ವಾರ್ಡ್‌ಗಳಲ್ಲಿ ಪಾದಚಾರಿ ರಸ್ತೆ ನಿರ್ಮಾಣ (ಸುಧಾರಣೆ)"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ರಾಯಚೂರು ತಾಲೂಕಿನ ಕಲ್ಮಲಾ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಹುಲಸಿಹಾಳಹುಡ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 40000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ವರ್ಕ್ ಆರ್ಡರ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯು ""ಸೇಡಂ ತಾಲೂಕಿನ ಮುಧೋಳ ಗ್ರಾಮದಲ್ಲಿರುವ ಬೈಪಾಸ್ ರಸ್ತೆಯಿಂದ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೋಳಿವಾಡದವರೆಗೆ ಸಿಡಿ ಮತ್ತು ಸಿಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣಕ್ಕೆ ಅಂದಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಸೇಡಂ ತಾಲೂಕಿನ ಮುದೋಳ್ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮುದೋಳ್ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 277000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ತಾಂತ್ರಿಕ ಅನುಮೋದನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಚಳ್ಳಕೆರೆ ತಾಲೂಕಿನ VARAVOO ಗ್ರಾಮದಲ್ಲಿ RO ಪ್ಲಾಂಟ್ ಒದಗಿಸುವ TSP WPP ten240"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಿತ್ರದುರ್ಗ ಜಿಲ್ಲೆಯ ಚಳ್ಳಕೆರೆ ತಾಲೂಕಿನ ನೇರಲಗುಂಟೆ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ನೇರಲಗುಂಟೆ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1200000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಗೌರಿಬಿದನೂರು ತಾಲೂಕಿನ ಬಿಎಚ್‌ರೋಡ್‌ನಿಂದ ವೇದಳವೇಣಿವರೆಗಿನ ರಸ್ತೆಗೆ ದುರಸ್ತಿ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಿಕ್ಕಬಳ್ಳಾಪುರ ಜಿಲ್ಲೆಯ ಗೌರಿಬಿದನೂರು ತಾಲೂಕಿನ ಜಿ.ಬೊಮ್ಮಸಂದ್ರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ವೇದಲವೇಣಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಆಡಳಿತಾತ್ಮಕ ಅನುಮೋದನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
1,0,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬೊಮ್ಮೇನಹಳ್ಳಿ ಗ್ರಾಮ ಮಂಡೂರು ಜಿಪಿ ಬ್ಯಾಂಗ್ ಪೂರ್ವದಲ್ಲಿ ವೆಂಕಟಸ್ವಾಮಪ್ಪ ಮನೆಯ ಮುಂಭಾಗದ ಒಳಚರಂಡಿ ನಿರ್ಮಾಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಜಿಲ್ಲೆಯ ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲೂಕಿನಲ್ಲಿರುವ ಮಂಡೂರು ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಬೊಮ್ಮೇನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ದಾವಣಗೆರೆ ತಾಲೂಕಿನ ಗುಡಾಲ್‌ನಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗೆ ತರಗತಿ ಕೊಠಡಿಗೆ ದುರಸ್ತಿ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ದಾವಣಗೆರೆ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಗುಡಾಲು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಚನ್ನಗಿರಿ ತಾಲೂಕಿನ ಮೆದುಗೊಂಡನಹಳ್ಳಿಯಲ್ಲಿ ನೀರು ಶುದ್ಧೀಕರಣ ಘಟಕದ ಕಾಮಗಾರಿ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ಚನ್ನಗಿರಿ ತಾಲೂಕಿನ ಮರವಂಜಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮೆದುಗೊಂಡನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 487000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ಚಿತ್ತಾಪುರ ತಾಲೂಕಿನ ರೇವಗಿ ಗ್ರಾಮಕ್ಕೆ ನೀರು ಸರಬರಾಜು ಯೋಜನೆ ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಚಿತ್ತಾಪುರ ತಾಲೂಕಿನ ರೇವಗ್ಗಿ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಕಂದಗೋಳದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 2500000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಚೆನ್ನಪ್ಪ ಹೌಸ್ ಬಳಿಯ ಕೌಡ್ಲೆ ಗ್ರಾಮದಲ್ಲಿ TFC221116 ಬೋರ್ವೆಲ್ ಮುಳುಗುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮಂಡ್ಯ ಜಿಲ್ಲೆಯ ಮದ್ದೂರು ತಾಲೂಕಿನ ಕೌಡ್ಲೆ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕೌಡ್ಲೆ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 80000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
